Company,Model,Varient,Year,Price,Kms_driven,Fuel_type,Transmission,Ownership,OwnershipLE,Rating,State,Car_Age,Kms_Bucket,Price_log,Kms_driven_log
Maruti,Wagon,VXI,2017,323000,72310,Petrol,Manual,1st owner,1,CARS24 Assured,Surat,8,High,12.685410698175234,11.188731540419244
Hyundai,Elite,ASTA 1.2,2017,501000,85720,Petrol,Manual,2nd owner,2,Verified Owner,Jalpaiguri,8,High,13.124363376072994,11.358853115408408
KIA,SELTOS,HTX 1.5 DIESEL,2022,1365000,54310,Diesel,Manual,1st owner,1,Verified Owner,Jamshedpur,3,High,14.126665719201661,10.902482063674697
Mahindra,XUV500,W11,2018,1079000,110000,Diesel,Manual,1st owner,1,Verified Owner,Jharkhand,7,Very High,13.8915461710239,11.608244735642321
Hyundai,Elite,,2018,460000,77880,CNG,Manual,1st owner,1,CARS24 Assured,Rajkot,7,High,13.038983942375959,11.262937299670778
Renault,Kwid,CLIMBER 1.0,2018,200000,38140,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,7,Medium,12.206077645517674,10.549045098003141
Mahindra,Thar,LX D 4*4 MT HT,2022,1493000,42900,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,3,Medium,14.216298746313468,10.666650414667744
Datsun,Redi,T (O),2016,117000,62170,Petrol,Manual,4th owner,4,Verified Owner,Bharuch,9,High,11.669937760751914,11.037643932062444
Hyundai,Elite,,2018,565000,51180,Petrol,Manual,1st owner,1,Verified Dealer,Amravati,7,High,13.244582780038517,10.843123648405275
Maruti,Alto,VXI,2014,180000,180000,Petrol,Manual,1st owner,1,Verified Owner,Patan,11,Very High,12.100717685412471,12.100717685412471
Maruti,Swift,VXI,2014,300000,160000,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,11,Very High,12.611541086966115,11.982935344196433
Hyundai,Elite,,2020,550000,64380,Petrol,Manual,2nd owner,2,Verified Owner,Godhra,5,High,13.217675375388819,11.07257383750632
Hyundai,NEW,ASTA 1.2 MT,2021,700000,36560,Petrol,Manual,1st owner,1,Verified Owner,Haryana,4,Medium,13.45883704259595,10.506737377491612
Mahindra,MARAZZO,,2018,466000,86470,Diesel,Manual,2nd owner,2,CARS24 Assured,Lucknow,7,High,13.051943059028227,11.367564376592126
Honda,City,1.5L I-VTEC V MT,2012,352000,83940,Petrol,Manual,2nd owner,2,CARS24 Assured,Bangalore,13,High,12.77138929548529,11.337869450088004
Hyundai,i20,1.2 S,2017,420000,31320,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,8,Medium,12.948012371209098,10.35204407807524
Tata,NEXON,XM DIESEL,2022,974000,27910,Diesel,Manual,1st owner,1,CARS24 Assured,Gulbarga,3,Medium,13.78916760931819,10.236776155340317
Ford,Fiesta,EXI 1.6 PETROL,2011,224000,42540,Petrol,Manual,2nd owner,2,Verified Dealer,Bhopal,14,Medium,12.319405795112926,10.658223595765195
Tata,NEXON,XZA PLUS (PREMIUM) DIESEL JET,2022,1350000,50000,Diesel,Auto,1st owner,1,Verified Dealer,Nashik,3,Medium,14.115615891155079,10.819798284210286
Maruti,Alto,LXI ANNIVERSARY EDITION,2013,142000,150000,Petrol,Manual,2nd owner,2,Verified Owner,Vapi,12,Very High,11.863589378812122,11.918397239722838
Mahindra,SCORPIO-N,,2023,1593000,49510,Diesel,Manual,1st owner,1,CARS24 Assured,Bengaluru,2,Medium,14.28113021663838,10.809950146091303
Maruti,Dzire,VXI,2022,513000,75890,Petrol,Manual,2nd owner,2,Verified Owner,Gujarat,3,High,13.148033073468746,11.237053379277805
Tata,TIGOR,XZ PLUS CNG,2023,674000,45170,CNG,Manual,1st owner,1,CARS24 Assured,Ahmedabad,2,Medium,13.420986873572868,10.718210566991154
Tata,ALTROZ,XZ PETROL,2022,550000,31060,Petrol,Manual,1st owner,1,Verified Owner,Ambikapur,3,Medium,13.217675375388819,10.343708291934567
Tata,NEXON,XZ PETROL,2020,742000,51220,Petrol,Manual,1st owner,1,CARS24 Assured,East,5,High,13.517105869857504,10.843904883186518
Maruti,Celerio,VXI,2017,240000,120000,Petrol,Manual,3rd owner,3,Verified Owner,Haryana,8,Very High,12.388398368982115,11.695255355062795
Nissan,Sunny,XV CVT,2019,661000,36920,Petrol,Auto,1st owner,1,CARS24 Assured,Chennai,6,Medium,13.401510631691982,10.516535773840447
Mahindra,XUV500,W9,2018,514000,92660,Diesel,Manual,3rd owner,3,Verified Owner,Assam,7,High,13.1499804899607,11.436702951055723
Maruti,Alto,VXI PLUS,2022,439000,10380,Petrol,Manual,1st owner,1,CARS24 Assured,Lucknow,3,Low,12.992256969959042,9.247732491193245
Maruti,Dzire,VDI,2019,558000,75280,Diesel,Manual,1st owner,1,CARS24 Assured,Lucknow,6,High,13.232116033476537,11.228983057911735
Hyundai,NEW,,2023,708000,13930,Petrol,Manual,1st owner,1,CARS24 Assured,Jaipur,2,Low,13.470200785104238,9.541871851706224
Hyundai,NEW,,2023,722000,30800,Petrol,Manual,1st owner,1,CARS24 Assured,Ahmedabad,2,Medium,13.489781802915555,10.335302435967074
Hyundai,Elite,ASTA 1.4 CRDI (O),2018,653000,99440,Diesel,Manual,1st owner,1,CARS24 Assured,Whitefield,7,High,13.389333939650964,11.507319782449395
Mahindra,TUV300,T10,2019,699000,85130,Diesel,Manual,2nd owner,2,Verified Owner,Gujarat,6,High,13.457407451830088,11.35194652554939
Hyundai,Grand,,2016,345000,74370,Petrol,Manual,1st owner,1,Verified Owner,Haryana,9,High,12.75130259456002,11.216821359889048
Ford,Figo,ZXI 1.4 DIESEL,2013,225000,56300,Diesel,Manual,2nd owner,2,Verified Dealer,Bhopal,12,High,12.323860125621126,10.938467575959383
Tata,Safari,XZ PLUS DARK EDITION,2022,1695000,36980,Diesel,Manual,1st owner,1,Verified Owner,Haryana,3,Medium,14.343193888767015,10.518159546219628
Tata,Tiago,XT CNG,2022,498000,27860,CNG,Manual,1st owner,1,CARS24 Assured,Rajkot,3,Medium,13.118357364036902,10.234983140444118
Hyundai,Elite,,2015,358000,100000,Diesel,Manual,1st owner,1,Verified Owner,Madgaon,10,High,12.788291058675025,11.51293546492023
Maruti,Baleno,ZETA PETROL 1.2,2016,337000,60920,Petrol,Manual,1st owner,1,Verified Owner,Odisha,9,High,12.727841176689147,11.017333221844828
Honda,City,1.5L I-VTEC V MT,2010,320000,140000,Petrol,Manual,2nd owner,2,Verified Owner,Nadu,15,Very High,12.676079399771027,11.849404844423074
Maruti,Baleno,ALPHA 1.2 AGS,2022,708000,41680,Petrol,Auto,1st owner,1,Verified Owner,Cuttack,3,Medium,13.470200785104238,10.637800668461894
Hyundai,AURA,SX 1.2 (O),2020,550000,50550,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,5,High,13.217675375388819,10.830738006646618
Hyundai,Verna,SX (O) 1.5 CRDI,2021,1326000,89590,Diesel,Manual,1st owner,1,Verified Owner,Jharkhand,4,High,14.097678203875473,11.40301014748937
Nissan,Sunny,XL DIESEL,2012,209000,110000,Diesel,Manual,3rd owner,3,Verified Owner,Peranampattu,13,Very High,12.250094315624496,11.608244735642321
Volkswagen,Passat,,2012,355000,86380,Diesel,Auto,3rd owner,3,Verified Owner,Raichur,13,High,12.779875885354993,11.36652302320156
Jeep,Compass,,2020,1615000,36290,Petrol,Auto,2nd owner,2,CARS24 Assured,Chennai,5,Medium,14.29484613383375,10.499325055627958
Maruti,Ertiga,VXI CNG,2013,625000,95940,CNG,Manual,1st owner,1,Verified Dealer,Nashik,12,High,13.345508528717259,11.471488698182888
Renault,Kwid,NEOTECH RXL 1.0 AMT,2020,355000,51430,Petrol,Auto,1st owner,1,Verified Owner,Kanpur,5,High,12.779875885354993,10.847996382484268
Hyundai,Verna,1.6 CRDI S AT,2016,456000,100000,Diesel,Auto,1st owner,1,Verified Owner,Nagar,9,High,13.030250281476574,11.51293546492023
Maruti,Baleno,DELTA PETROL 1.2,2017,341000,130000,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,8,Very High,12.739640688812674,11.775297421715827
Maruti,Swift,VXI,2016,418000,47600,Petrol,Manual,1st owner,1,Verified Owner,Jharkhand,9,Medium,12.94323910384853,10.7706090484022
Hyundai,i10,MAGNA 1.1 LPG,2012,219000,90390,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,13,High,12.296831574998258,11.411899983901964
Maruti,Alto,VXI,2021,294000,67640,Petrol,Manual,2nd owner,2,CARS24 Assured,Hyderabad,4,High,12.591338447675579,11.121969587054622
Tata,Tiago,XT PETROL,2020,406000,78790,Petrol,Manual,1st owner,1,CARS24 Assured,Noida,5,High,12.914110901635024,11.274554056125178
Maruti,Wagon,VXI AMT,2016,332000,71160,Petrol,Auto,1st owner,1,CARS24 Assured,Ahmedabad,9,High,12.712893259942282,11.172700194519704
Renault,TRIBER,RXZ,2021,603000,53960,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,4,High,13.30967413408274,10.896016842396081
Honda,Brio,VX MT,2013,226000,36220,Petrol,Manual,2nd owner,2,CARS24 Assured,3,12,Medium,12.328294703023394,10.497394340112052
Volkswagen,Vento,,2014,550000,92220,Diesel,Manual,2nd owner,2,Verified Dealer,Nashik,11,High,13.217675375388819,11.431943149336691
Maruti,Alto,VXI,2016,199000,66430,Petrol,Manual,2nd owner,2,Verified Owner,Sherpur,9,High,12.201065128819632,11.103919093985695
Hyundai,Xcent,E 1.2 CRDI,2017,210000,220000,Diesel,Manual,2nd owner,2,Verified Owner,Raipur,8,Very High,12.25486757159303,12.301387370778713
Maruti,Ritz,VDI,2012,145000,85150,Diesel,Manual,3rd owner,3,Verified Owner,Pradesh,13,High,11.884495917930655,11.352181430003084
Maruti,Swift,VXI,2020,400000,35040,Petrol,Manual,2nd owner,2,Verified Owner,Jharkhand,5,Medium,12.899222326086994,10.464274083455889
Maruti,Swift,LXI,2022,550000,25650,Petrol,Manual,1st owner,1,CARS24 Assured,Faridabad,3,Medium,13.217675375388819,10.152337836193743
Datsun,Go,T,2014,96000,180000,Petrol,Manual,2nd owner,2,Verified Owner,Hathin,11,Very High,11.472113887062386,12.100717685412471
Hyundai,VENUE,S 1.2,2024,795000,12960,Petrol,Manual,1st owner,1,Verified Owner,Maharashtra,1,Low,13.586098651497313,9.469700127423375
Renault,Kwid,RXL(O) 1.0L AMT,2024,541000,1180,Petrol,Auto,1st owner,1,CARS24 Assured,Vadapalani,1,Low,13.201176406255746,7.074116816197362
Maruti,Alto,VXI,2016,275000,16230,Petrol,Manual,2nd owner,2,Verified Dealer,Amravati,9,Low,12.524530013005734,9.69467827290507
Maruti,Baleno,DELTA PETROL 1.2,2017,407000,65030,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,8,High,12.91657092142417,11.082619358263033
Tata,Tiago,XT PETROL,2018,329000,52220,Petrol,Manual,2nd owner,2,Verified Owner,Ratlam,7,High,12.703816069256568,10.86323999182082
Honda,Amaze,1.2L I-VTEC E,2014,272000,120000,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,11,Very High,12.513561021741964,11.695255355062795
Volkswagen,Polo,,2020,522000,40340,Petrol,Manual,1st owner,1,CARS24 Assured,Pune,5,Medium,13.165424782571753,10.60512360049198
Mahindra,XUV300,W8 1.2 PETROL,2021,685000,64420,Petrol,Manual,1st owner,1,CARS24 Assured,Jaipur,4,High,13.437175577097312,11.073194945894171
Volkswagen,Vento,,2017,629000,53150,Petrol,Auto,1st owner,1,CARS24 Assured,Chennai,8,High,13.351888125506433,10.880892198268548
Maruti,Celerio,ZXI (O),2014,343000,37940,Petrol,Manual,2nd owner,2,CARS24 Assured,Whitefield,11,Medium,12.745488641595722,10.543787600548086
Honda,City,1.5L I-VTEC ZX CVT,2019,911000,59370,Petrol,Auto,1st owner,1,Verified Owner,Pradesh,6,High,13.722299273936335,10.991561170646536
Maruti,Vitara,,2017,400000,200000,Diesel,Manual,1st owner,1,Verified Owner,Odisha,8,Very High,12.899222326086994,12.206077645517674
Ford,Ecosport,TITANIUM + 1.5L PETROL AT,2018,395000,78280,Petrol,Auto,1st owner,1,Verified Owner,Raipur,7,High,12.886643575525625,11.268060196083502
Maruti,Swift,VXI,2022,585000,96490,Petrol,Manual,1st owner,1,Verified Owner,Beed,3,High,13.279368835614243,11.477205018728991
Renault,Kwid,CLIMBER 1.0 AMT (O),2022,510000,5430,Petrol,Auto,1st owner,1,CARS24 Assured,Whitefield,3,Low,13.1421679654829,8.599878558034845
Maruti,Alto,LXI,2013,183000,75640,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,12,High,12.117246896289503,11.233753743203248
Nissan,MAGNITE,XV PREMIUM DUAL TONE,2021,490000,36880,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,4,Medium,13.102162710901053,10.515451792270389
Mahindra,Thar,,2024,1686000,3950,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,1,Low,14.337870010663572,8.281723990411392
Mahindra,XUV500,W8,2012,225000,140000,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,13,Very High,12.323860125621126,11.849404844423074
Maruti,Dzire,ZXI AMT,2021,678000,120000,Petrol,Auto,1st owner,1,CARS24 Assured,Chennai,4,Very High,13.426904041847699,11.695255355062795
Maruti,FRONX,SIGMA CNG 1.2 MT,2023,726000,4200,CNG,Manual,1st owner,1,CARS24 Assured,Chandigarh,2,Low,13.495306671216452,8.343077871169383
Ford,Ecosport,TITANIUM 1.5L PETROL,2017,635000,41110,Petrol,Manual,2nd owner,2,CARS24 Assured,Yeswanthpur,8,Medium,13.361381852676738,10.624031004577834
Skoda,KUSHAQ,STYLE 1.0L TSI MT,2022,1327000,26730,Petrol,Manual,1st owner,1,Verified Owner,Punjab,3,Medium,14.098432066893563,10.193579219581707
Hyundai,Xcent,S 1.2,2014,391000,75720,Petrol,Manual,2nd owner,2,Verified Dealer,Nashik,11,High,12.876465396508989,11.234810811786502
Jeep,Compass,LIMITED (O) 2.0 DIESEL 4X4,2018,1260000,46980,Diesel,Manual,2nd owner,2,CARS24 Assured,Nagar,7,Medium,14.04662307257814,10.757498543639837
Hyundai,AURA,SX 1.2 (O),2021,603000,43060,Petrol,Manual,1st owner,1,CARS24 Assured,Patna,4,Medium,13.30967413408274,10.67037299405789
Hyundai,Grand,,2015,253000,34410,Petrol,Manual,1st owner,1,CARS24 Assured,Kolkata,10,Medium,12.441148720271016,10.446131559688638
Honda,Amaze,1.5L I-DTEC E,2017,342000,140000,Diesel,Manual,3rd owner,3,Verified Owner,Madurai,8,Very High,12.742568940017076,11.849404844423074
Renault,Kwid,RXT 1.0,2016,195000,100000,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,9,High,12.180759965737863,11.51293546492023
Renault,Kwid,RXL,2021,300000,20340,Petrol,Manual,1st owner,1,CARS24 Assured,Nagpur,4,Medium,12.611541086966115,9.920393832602487
Ford,FREESTYLE,,2018,563000,77410,Diesel,Manual,2nd owner,2,CARS24 Assured,Nagar,7,High,13.241036683319184,11.256884168342939
Datsun,Redi,A,2021,251000,23900,Petrol,Manual,1st owner,1,CARS24 Assured,3,4,Medium,12.433212202169729,10.081675578048475
Hyundai,Grand,ASTA (O) AT 1.2 KAPPA VTVT,2016,250000,86200,Petrol,Auto,3rd owner,3,Verified Owner,Maharashtra,9,High,12.429220196836383,11.364437057512568
Hyundai,i10,ASTA 1.2,2009,245000,81870,Petrol,Manual,2nd owner,2,Verified Dealer,Amritsar,16,High,12.409017571151187,11.312900116782279
Maruti,Vitara,,2021,662000,64170,Petrol,Manual,2nd owner,2,CARS24 Assured,Jaipur,4,High,13.403022345492023,11.069306674229184
Hyundai,Verna,1.4 VTVT,2016,435000,56480,Petrol,Manual,2nd owner,2,CARS24 Assured,Lucknow,9,High,12.983103608918753,10.941659577392821
Tata,Tiago,XZ PLUS PETROL,2021,465000,61640,Petrol,Manual,1st owner,1,CARS24 Assured,Kochi,4,High,13.049794835104816,11.029082512534124
Ford,Ecosport,,2020,764000,67530,Petrol,Auto,1st owner,1,CARS24 Assured,Mumbai,5,High,13.546324377048325,11.120342030692624
Toyota,Innova,,2024,2220000,15860,Diesel,Manual,1st owner,1,Verified Owner,Bengal,1,Low,14.613018204298811,9.67161854490356
Maruti,Swift,ZXI PLUS,2018,505000,48100,Petrol,Manual,1st owner,1,CARS24 Assured,Lucknow,7,Medium,13.132315688453556,10.781058245898533
Tata,Tiago,XE PETROL,2020,376000,71170,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,5,High,12.837347081942964,11.172840711058733
Maruti,Wagon,LXI CNG,2018,256000,120000,Petrol,Manual,2nd owner,2,Verified Owner,Kanpur,7,Very High,12.45293662970407,11.695255355062795
Hyundai,Elite,ASTA 1.4 CRDI (O),2018,499000,71800,Diesel,Manual,1st owner,1,Verified Owner,Jodhpur,7,High,13.120363378739663,11.181653682515929
Maruti,Swift,VXI,2010,80000,75930,Petrol,Manual,1st owner,1,Verified Owner,Jamshedpur,15,High,11.289794413577894,11.237580312145578
Volkswagen,Jetta,,2013,230000,84010,Diesel,Manual,2nd owner,2,Verified Owner,Jamshedpur,12,High,12.345838935721968,11.338703021632888
Hyundai,i10,MAGNA 1.1,2015,159000,110000,Petrol,Manual,3rd owner,3,Verified Owner,Rajasthan,10,Very High,11.976665770490767,11.608244735642321
Maruti,Swift,VXI,2020,545000,58250,Petrol,Manual,1st owner,1,Verified Dealer,Kanpur,5,High,13.208542908506082,10.972516538662564
Tata,NEXON,PURE SUNROOF 1.2 PETROL,2024,782000,11410,Petrol,Manual,1st owner,1,Verified Owner,Sonarpur,1,Low,13.569611298299009,9.34233308143468
Maruti,Baleno,DELTA PETROL 1.2,2022,550000,86600,Petrol,Manual,1st owner,1,Verified Owner,Jodhpur,3,High,13.217675375388819,11.369066641827967
KIA,SONET,HTK PLUS 1.0 IMT,2023,907000,39390,Petrol,Manual,1st owner,1,CARS24 Assured,Vadapalani,2,Medium,13.717898831632498,10.581292642796804
Renault,Kwid,RXL,2019,300000,78230,Petrol,Manual,2nd owner,2,Verified Owner,Amritsar,6,High,12.611541086966115,11.267421267417317
Hyundai,i10,MAGNA 1.1,2011,175000,77790,Petrol,Manual,1st owner,1,Verified Dealer,Raipur,14,High,12.07254696717504,11.26178102224096
Hyundai,Xcent,E+ 1.2 CRDI,2018,255000,62490,Diesel,Manual,3rd owner,3,Verified Owner,Bareilly,7,High,12.449022745701502,11.042777825355497
Maruti,Ertiga,VXI,2017,759000,96240,Petrol,Manual,1st owner,1,Verified Owner,Delhi,8,High,13.539758373899955,11.47461074128452
Maruti,Wagon,LXI CNG,2012,138000,110000,Petrol,Manual,2nd owner,2,Verified Owner,Gujarat,13,Very High,11.835016210489899,11.608244735642321
Ford,FREESTYLE,TREND 1.2 PETROL,2018,250000,110000,Petrol,Manual,1st owner,1,Verified Owner,Ranchi,7,Very High,12.429220196836383,11.608244735642321
Hyundai,Grand,,2017,374000,91620,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,8,High,12.832013750189885,11.425415782028626
Maruti,Wagon,VXI,2015,197000,41960,Petrol,Manual,3rd owner,3,Verified Owner,Bengal,10,Medium,12.190964083849375,10.644495894447413
Maruti,Celerio,ZXI (O),2017,240000,76870,Petrol,Manual,2nd owner,2,Verified Owner,Hapur,8,High,12.388398368982115,11.249883971234755
Mahindra,Scorpio,S10,2017,1189000,75950,Diesel,Manual,1st owner,1,Verified Owner,Punjab,8,High,13.988624016715459,11.237843674494187
Hyundai,GRAND,,2022,533000,46250,Petrol,Manual,1st owner,1,CARS24 Assured,Gurugram,3,Medium,13.186278579318829,10.74183836432845
Maruti,Wagon,VXI,2014,225000,170000,Petrol,Manual,1st owner,1,Verified Owner,Jodhpur,11,Very High,12.323860125621126,12.04355959836804
Volkswagen,Vento,,2010,179000,49310,Petrol,Manual,1st owner,1,Verified Owner,Agartala,15,Medium,12.095146671399466,10.805902458874636
Nissan,MAGNITE,XV TURBO,2023,815000,14510,Petrol,Manual,1st owner,1,CARS24 Assured,Kochi,2,Low,13.610944619216111,9.582662261491093
Maruti,Alto,LXI,2016,200000,86820,Petrol,Manual,1st owner,1,Verified Owner,Alwar,9,High,12.206077645517674,11.371603806870644
Hyundai,Verna,FLUIDIC 1.6 CRDI SX,2013,338000,120000,Diesel,Manual,3rd owner,3,Verified Owner,Telangana,12,Very High,12.73080413304066,11.695255355062795
Maruti,Swift,LXI,2021,514000,43990,Petrol,Manual,1st owner,1,Verified Owner,Karnal,4,Medium,13.1499804899607,10.691740346523579
Hyundai,Eon,ERA +,2012,119000,140000,Petrol,Manual,4th owner,4,Verified Owner,Bhilwara,13,Very High,11.686887175419702,11.849404844423074
Nissan,MAGNITE,XV PREMIUM TURBO,2023,807000,12070,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,2,Low,13.60108018640869,9.398561160701128
Toyota,URBAN,,2020,768000,36530,Petrol,Manual,1st owner,1,CARS24 Assured,Kochi,5,Medium,13.551546314212295,10.505916494175118
Tata,NEXON,XZ PLUS (O) PETROL,2022,983000,32870,Petrol,Manual,1st owner,1,CARS24 Assured,Delhi,3,Medium,13.798365416422785,10.400346089073503
Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2018,505000,84920,Petrol,Manual,2nd owner,2,Verified Owner,Palwal,7,High,13.132315688453556,11.349476691536836
Datsun,Redi,T(O) 1.0 AMT,2018,177000,36410,Petrol,Auto,3rd owner,3,Verified Owner,Gujarat,7,Medium,12.083910661257521,10.50262620577447
Mahindra,Kuv100,K8 6 STR,2016,318000,69550,Petrol,Manual,2nd owner,2,Verified Owner,Siliguri,9,High,12.669809806411457,11.149815575393443
Hyundai,GRAND,,2021,465000,84480,Petrol,Manual,1st owner,1,Verified Owner,Haryana,4,High,13.049794835104816,11.344281935991242
Hyundai,VENUE,S 1.2,2021,659000,55120,Petrol,Manual,1st owner,1,CARS24 Assured,Vadodara,4,High,13.398480330934175,10.917286047758095
Hyundai,i20,MAGNA 1.2,2013,229000,79500,Petrol,Manual,2nd owner,2,Verified Owner,Rajasthan,12,High,12.34148164933907,11.283524879179666
Maruti,Ritz,VXI,2013,180000,91970,Petrol,Manual,1st owner,1,Verified Dealer,Ranchi,12,High,12.100717685412471,11.429228588948428
Renault,Captur,RXT PETROL,2018,794000,65530,Petrol,Manual,1st owner,1,CARS24 Assured,Bangalore,7,High,13.584839999674324,11.090278592103282
Maruti,Dzire,LXI,2018,335000,86430,Petrol,Manual,2nd owner,2,Verified Owner,Gujarat,7,High,12.721888795877375,11.367101686736445
Hyundai,Eon,D-LITE+,2014,175000,64030,Petrol,Manual,2nd owner,2,CARS24 Assured,Kochi,11,High,12.07254696717504,11.067122620070107
Maruti,Swift,VXI,2020,504000,58520,Petrol,Manual,2nd owner,2,CARS24 Assured,Hyderabad,5,High,13.130333531178522,10.977140943163043
Hyundai,NEW,,2018,400000,110000,Petrol,Manual,1st owner,1,Verified Owner,Maharashtra,7,Very High,12.899222326086994,11.608244735642321
Maruti,Swift,VXI,2016,350000,92920,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,9,High,12.765691290604371,11.439504948772196
Datsun,Redi,T(O) 1.0,2017,172000,61910,Petrol,Manual,2nd owner,2,CARS24 Assured,Rajkot,8,High,12.055255569732177,11.033453148862234
Hyundai,i20,SPORTZ (O) 1.2,2010,215000,78840,Petrol,Manual,3rd owner,3,Verified Dealer,Ranchi,15,High,12.278397958261774,11.27518844510301
Hyundai,Grand,ASTA 1.1 CRDI (O),2014,418000,64680,Diesel,Manual,1st owner,1,CARS24 Assured,Bengaluru,11,High,12.94323910384853,11.077222774301275
Toyota,Fortuner,3.0 4X4 MT,2011,598000,170000,Diesel,Manual,2nd owner,2,Verified Owner,Haryana,14,Very High,13.301347705172173,12.04355959836804
Maruti,Wagon,LXI,2014,331000,62360,Petrol,Manual,1st owner,1,Verified Dealer,Bhopal,11,High,12.709876675502672,11.040695358963601
Hyundai,Grand,ASTA 1.2 KAPPA VTVT,2016,466000,79440,Petrol,Manual,1st owner,1,CARS24 Assured,Bangalore,9,High,13.051943059028227,11.282769886756641
Maruti,Swift,ZDI,2014,391000,80320,Diesel,Manual,2nd owner,2,Verified Dealer,Raipur,11,High,12.876465396508989,11.293786385047257
Hyundai,GRAND,,2022,628000,14360,Petrol,Manual,1st owner,1,Verified Owner,Sagar,3,Low,13.350297037805756,9.57227147806062
Tata,NEXON,XZ PLUS (L) DARK EDITION,2022,1095000,3240,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,3,Low,13.90626583447433,8.083637203141548
Toyota,Etios,G SP,2014,230000,80340,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,11,High,12.345838935721968,11.294035354935634
Hyundai,NEW,,2021,502000,78980,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,4,High,13.126357390703754,11.276962596193759
Maruti,Baleno,ZETA PETROL 1.2,2017,364000,82030,Petrol,Manual,1st owner,1,Verified Owner,Kota,8,High,12.804911893867851,11.314852503584444
Hyundai,i10,MAGNA 1.2,2012,230000,71420,Petrol,Manual,1st owner,1,Verified Dealer,Amritsar,13,High,12.345838935721968,11.176347222730618
Maruti,Ertiga,VDI SHVS,2017,775000,87540,Diesel,Manual,1st owner,1,Verified Dealer,Raipur,8,High,13.560619598657233,11.379862534028966
Hyundai,Creta,SX SPORTS EDITION 1.6 DIESEL,2019,745000,74010,Diesel,Manual,2nd owner,2,CARS24 Assured,Lucknow,6,High,13.521140839642674,11.21196900978784
Maruti,Wagon,LXI,2013,190000,60630,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,12,High,12.154784614286667,11.012561592414833
Maruti,Swift,LXI,2013,280000,76940,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,12,High,12.54254845357358,11.250794173362452
KIA,SONET,HTK PLUS 1.0 IMT,2023,830000,60670,Petrol,Manual,1st owner,1,CARS24 Assured,Gorakhpur,2,High,13.629182184591333,11.013221103411352
Maruti,Wagon,LXI,2012,140000,85260,Petrol,Manual,2nd owner,2,Verified Owner,Delhi,13,High,11.849404844423074,11.353472419079882
Maruti,Vitara,,2018,534000,82430,Diesel,Manual,1st owner,1,Verified Owner,Ranchi,7,High,13.188152990599754,11.319716858739207
Maruti,Celerio,ZXI,2015,244000,88180,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,10,High,12.404927602627597,11.387146799287635
Maruti,Ciaz,ZETA AT 1.5 SHVS PETROL,2022,919000,25340,Petrol,Auto,1st owner,1,Verified Owner,Gurugram,3,Medium,13.731042489476513,10.140178916395607
Honda,City,1.5L I-VTEC S MT,2010,126000,50590,Petrol,Manual,5th owner,5,Verified Owner,Dumdum,15,High,11.744045122410057,10.831528973842945
Volkswagen,TAIGUN,,2024,1106000,7120,Petrol,Manual,1st owner,1,CARS24 Assured,Kolkata,1,Low,13.916261365223141,8.870803443982124
Maruti,Alto,LXI,2010,142000,49290,Petrol,Manual,2nd owner,2,Verified Owner,Nagar,15,Medium,11.863589378812122,10.805496787584513
Maruti,Swift,TOUR DIESEL,2013,150000,120000,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,12,Very High,11.918397239722838,11.695255355062795
Tata,Tiago,XE PETROL,2017,340000,55240,Petrol,Manual,1st owner,1,CARS24 Assured,Kashipur,8,High,12.73670383776449,10.919460710183415
Nissan,MAGNITE,XL,2022,500000,15070,Petrol,Manual,1st owner,1,Verified Owner,Jatt,3,Low,13.122365377402328,9.620527646419676
Hyundai,Grand,,2013,345000,80220,Diesel,Manual,1st owner,1,CARS24 Assured,Hyderabad,12,High,12.75130259456002,11.29254060496562
Tata,Tiago,XE PETROL,2019,350000,81350,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,6,High,12.765691290604371,11.30652840513463
