Company,Model,Varient,Year,Price,Kms_driven,Fuel_type,Transmission,Ownership,OwnershipLE,Rating,State,Car_Age,Kms_Bucket,Price_log,Kms_driven_log
Ford,Ecosport,TITANIUM + 1.5L DIESEL,2018,590000,86450,Diesel,Manual,1st owner,1,CARS24 Assured,Agra,7,High,13.28787951079572,11.367333058424524
Maruti,Wagon,LXI,2014,249000,34060,Petrol,Manual,1st owner,1,CARS24 Assured,Garden,11,Medium,12.425212191503038,10.43590831373871
Mahindra,Thar,LX PETROL HT 4WD AT,2022,1275000,22730,Petrol,Auto,1st owner,1,CARS24 Assured,Guntur,3,Medium,14.058457520888082,10.031484910599483
Maruti,Wagon,LXI,2015,197000,97160,Petrol,Manual,5th owner,5,Verified Owner,Pradesh,10,High,12.190964083849375,11.484124675364502
Tata,ALTROZ,XZ PETROL,2021,665000,27540,Petrol,Manual,1st owner,1,CARS24 Assured,Guntur,4,Medium,13.407543823396258,10.223431082444048
Maruti,Alto,LXI,2019,232000,61130,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,6,High,12.354496960983985,11.020774381469046
Hyundai,Eon,D-LITE + LPG,2013,98000,130000,Petrol,Manual,5th owner,5,Verified Owner,Gurugram,12,Very High,11.49273296168228,11.775297421715827
Renault,Kwid,RXT 0.8,2016,305000,79740,Petrol,Manual,1st owner,1,Verified Dealer,Nashik,9,High,12.628070334272698,11.286539161614174
Maruti,Vitara,,2017,675000,90570,Diesel,Manual,1st owner,1,CARS24 Assured,Mysuru,8,High,13.42246945133505,11.413889352491656
Maruti,Vitara,LDI (O),2017,495000,87280,Diesel,Manual,2nd owner,2,Verified Dealer,Kanpur,8,High,13.112315061750808,11.376888077819869
Datsun,Redi,T(O),2020,290000,24260,Petrol,Manual,1st owner,1,CARS24 Assured,Patna,5,Medium,12.577639650232573,10.096625401763932
Hyundai,Eon,SPORTZ,2017,282000,45700,Petrol,Manual,2nd owner,2,Verified Owner,Kolkata,8,Medium,12.549665896013254,10.729875458480967
Maruti,Swift,VXI,2015,294000,29030,Petrol,Manual,1st owner,1,CARS24 Assured,Kolkata,10,Medium,12.591338447675579,10.276119503549053
Maruti,Vitara,,2017,599000,65750,Diesel,Manual,1st owner,1,CARS24 Assured,Jaipur,8,High,13.303018546545275,11.093630159049829
Hyundai,Elite,ASTA 1.2 (O),2019,570000,45200,Petrol,Manual,1st owner,1,Verified Dealer,Bhubaneswar,6,Medium,13.25339339419516,10.718874489469398
Mahindra,XUV500,W4,2017,404000,140000,Diesel,Manual,1st owner,1,Verified Owner,Chhattisgarh,8,Very High,12.90917263218775,11.849404844423074
Mahindra,Scorpio,S10,2016,784000,64560,Diesel,Manual,1st owner,1,Verified Dealer,Bhubaneswar,9,High,13.572165574841936,11.075365792291032
Hyundai,Elite,,2017,367000,78720,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,8,High,12.813119851828635,11.273665234897482
Skoda,Rapid,AMBITION 1.6 MPI MT,2013,193000,68480,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,12,High,12.170450649220749,11.134311613512741
Maruti,Ritz,VDI,2012,142000,85190,Diesel,Manual,3rd owner,3,Verified Owner,Pradesh,13,High,11.863589378812122,11.352651073434947
Maruti,Wagon,VXI,2013,165000,76120,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,12,High,12.013706813470414,11.240079458475659
Maruti,Swift,ZXI PLUS,2021,676000,38490,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,4,Medium,13.423949834313948,10.558179726714524
Hyundai,i10,MAGNA 1.1,2016,230000,53950,Petrol,Manual,3rd owner,3,Verified Owner,Gujarat,9,High,12.345838935721968,10.895831506195684
Volkswagen,Polo,1.0 GT TSI AT,2020,796000,77750,Petrol,Auto,1st owner,1,Verified Dealer,Raipur,5,High,13.587355721107137,11.261266691695104
Mahindra,XUV500,W8,2012,595000,100000,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,13,High,13.296318365198623,11.51293546492023
Tata,Tiago,XT DIESEL,2019,300000,96000,Diesel,Manual,2nd owner,2,Verified Owner,Pradesh,6,High,12.611541086966115,11.472113887062386
Hyundai,Elite,,2016,655000,60490,Petrol,Manual,1st owner,1,Verified Owner,Nashik,9,High,13.39239204133378,11.010249872622438
Maruti,Baleno,DELTA PETROL 1.2,2017,395000,35750,Petrol,Manual,3rd owner,3,Verified Owner,305007,8,Medium,12.886643575525625,10.484333519758916
Maruti,Celerio,VXI CNG,2017,377000,71540,CNG,Manual,1st owner,1,CARS24 Assured,Pune,8,High,12.840003118946523,11.178025990909331
Tata,Safari,4X2 EX DICOR 2.2 VTT,2012,150000,12350,Diesel,Manual,3rd owner,3,Verified Owner,Kanpur,13,Low,11.918397239722838,9.421492310438014
Hyundai,Creta,E PLUS 1.6 PETROL,2017,775000,58650,Petrol,Manual,1st owner,1,Verified Dealer,Raipur,8,High,13.560619598657233,10.979359904234647
Renault,TRIBER,RXT,2019,568000,7690,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,6,Low,13.249878458265119,8.947806093057054
Hyundai,Elite,,2014,292000,41350,Petrol,Manual,2nd owner,2,CARS24 Assured,Ghaziabad,11,Medium,12.584512505902088,10.62985188395627
Skoda,Fabia,ELEGANCE 1.2 TDI,2012,105000,160000,Diesel,Manual,2nd owner,2,Verified Owner,Chhattisgarh,13,Very High,11.561725152903833,11.982935344196433
Maruti,Alto,LXI,2016,210000,34910,Petrol,Manual,1st owner,1,Verified Owner,Bhopal,9,Medium,12.25486757159303,10.460557244776187
Hyundai,Grand,,2018,467000,170000,Petrol,Manual,1st owner,1,Verified Owner,Kaithal,7,Very High,13.054086677976365,12.04355959836804
Maruti,Dzire,VXI,2023,664000,8800,Petrol,Manual,1st owner,1,Verified Owner,Shahjahanpur,2,Low,13.406038934481533,9.082620630373812
Maruti,Swift,ZXI,2013,267000,20200,Petrol,Manual,1st owner,1,Verified Owner,Jharkhand,12,Medium,12.495007682693725,9.913487387114461
Maruti,Celerio,ZXI AMT,2018,485000,76000,Petrol,Auto,1st owner,1,Verified Dealer,Nashik,7,High,13.091906231773164,11.23850177707664
Hyundai,Elite,,2017,499000,65400,Petrol,Manual,1st owner,1,CARS24 Assured,Chandigarh,8,High,13.120363378739663,11.088292827848269
Hyundai,NEW,,2020,585000,52360,Petrol,Manual,2nd owner,2,CARS24 Assured,Chandigarh,5,High,13.279368835614243,10.865917318389972
Renault,Kwid,CLIMBER 1.0,2019,282000,36070,Petrol,Manual,1st owner,1,Verified Owner,Goa,6,Medium,12.549665896013254,10.493244497383538
Honda,Amaze,1.5L I-DTEC E,2015,230000,130000,Diesel,Manual,2nd owner,2,Verified Owner,Rajasthan,10,Very High,12.345838935721968,11.775297421715827
Maruti,Vitara,,2020,762000,75780,CNG,Manual,1st owner,1,CARS24 Assured,Ahmedabad,5,High,13.54370314700388,11.23560288057948
Ford,Figo,TITANIUM 1.4 DIESEL,2012,127000,91990,Diesel,Manual,1st owner,1,Verified Owner,Gujarat,13,High,11.751950239425476,11.429446025158937
Hyundai,i10,MAGNA 1.1,2014,177000,71310,Petrol,Manual,3rd owner,3,Verified Owner,Gurugram,11,High,12.083910661257521,11.174805872202667
Maruti,Alto,VXI,2017,284000,39460,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,8,Medium,12.556733038263905,10.583068121374101
Hyundai,Creta,SX PLUS AT 1.6 PETROL,2016,720000,51440,Petrol,Auto,1st owner,1,CARS24 Assured,Nagpur,9,High,13.487007879880162,10.84819079884696
Honda,Jazz,1.2L I-VTEC X,2012,190000,61540,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,13,High,12.154784614286667,11.02745889833777
Skoda,Rapid,AMBITION 1.5 TDI AT,2016,475000,120000,Diesel,Auto,2nd owner,2,Verified Owner,Telangana,9,Very High,13.07107218827772,11.695255355062795
Mahindra,Bolero,ZLX BS-III,2014,235000,110000,Diesel,Manual,2nd owner,2,Verified Owner,Gurugram,11,Very High,12.367345048436391,11.608244735642321
Maruti,Swift,VXI,2016,368000,41990,Petrol,Manual,1st owner,1,CARS24 Assured,Surat,9,Medium,12.81584093453868,10.645210588588755
Honda,City,1.5L I-VTEC V MT,2011,159000,97850,Petrol,Manual,3rd owner,3,Verified Owner,Gurugram,14,High,11.976665770490767,11.491201192496069
Datsun,Go,T,2018,326000,26400,Petrol,Manual,1st owner,1,CARS24 Assured,Chennai,7,Medium,12.694655727828803,10.181157167204903
Hyundai,Verna,1.4 EX PETROL,2019,550000,73380,Petrol,Manual,1st owner,1,Verified Owner,Odisha,6,High,13.217675375388819,11.203420325507887
Maruti,Dzire,VXI,2021,680000,31300,Petrol,Manual,1st owner,1,Verified Dealer,Bhubaneswar,4,Medium,13.429849547739444,10.351405324899678
Volkswagen,Polo,,2018,533000,120000,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,7,Very High,13.186278579318829,11.695255355062795
Maruti,Wagon,LXI,2012,150000,33580,Petrol,Manual,3rd owner,3,Verified Owner,P,13,Medium,11.918397239722838,10.42171570981886
Renault,Kwid,RXL,2020,321000,93630,Petrol,Manual,1st owner,1,Verified Owner,Jind,5,High,12.679199517372098,11.4471168042134
Hyundai,Eon,ERA,2012,104000,140000,Petrol,Manual,3rd owner,3,Verified Owner,Kanpur,13,Very High,11.552155793461898,11.849404844423074
Honda,City,1.5L I-DTEC V,2015,570000,82760,Diesel,Manual,2nd owner,2,Verified Dealer,Raipur,10,High,13.25339339419516,11.323712214918427
Nissan,MAGNITE,XL,2021,476000,57570,Petrol,Manual,1st owner,1,CARS24 Assured,Ahmedabad,4,High,13.073175234051686,10.960774247677064
Hyundai,i20,SPORTZ 1.2,2013,199000,84970,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,12,High,12.201065128819632,11.350065300787932
Hyundai,Creta,SX (O) 1.5 DIESEL,2022,1250000,100000,Diesel,Manual,1st owner,1,Verified Owner,City,3,High,14.038654909278163,11.51293546492023
Tata,Tiago,XT (O) PETROL,2021,442000,20790,Petrol,Manual,1st owner,1,CARS24 Assured,Ghaziabad,4,Medium,12.999067423500716,9.942275479743389
Honda,Jazz,1.2L I-VTEC VX CVT,2019,676000,62080,Petrol,Auto,1st owner,1,CARS24 Assured,Bengaluru,6,High,13.423949834313948,11.036195262974786
Maruti,Alto,LXI,2016,231000,120000,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,9,Very High,12.35017731849889,11.695255355062795
Maruti,Celerio,VXI CNG,2018,361000,78720,CNG,Manual,1st owner,1,CARS24 Assured,Mumbai,7,High,12.796636007394284,11.273665234897482
Tata,ALTROZ,XM PLUS DIESEL,2022,702000,43840,Diesel,Manual,1st owner,1,CARS24 Assured,Pune,3,Medium,13.461690107508359,10.688324731580726
Renault,TRIBER,RXL MT,2019,350000,290000,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,6,Very High,12.765691290604371,12.577639650232573
Maruti,Baleno,ALPHA PETROL 1.2,2016,393000,110000,Petrol,Manual,3rd owner,3,Verified Owner,Gurugram,9,Very High,12.881567435377423,11.608244735642321
Honda,Civic,1.8L I-VTEC V AT,2010,142000,120000,Petrol,Auto,2nd owner,2,Verified Owner,Bhopal,15,Very High,11.863589378812122,11.695255355062795
Tata,Zest,XT 90PS DIESEL,2014,131000,120000,Diesel,Manual,2nd owner,2,Verified Owner,Unnao,11,Very High,11.782960235741939,11.695255355062795
Ford,Figo,,2018,363000,140000,Diesel,Manual,1st owner,1,Verified Owner,Gurugram,7,Very High,12.80216086806413,11.849404844423074
Hyundai,i20,MAGNA 1.2,2012,198000,47690,Petrol,Manual,3rd owner,3,CARS24 Assured,East,13,Medium,12.19602736016897,10.772497979828982
Hyundai,Eon,D-LITE,2012,100000,100000,Petrol,Manual,3rd owner,3,Verified Owner,Ajmer,13,High,11.51293546492023,11.51293546492023
Hyundai,i20,SPORTZ 1.4 CRDI,2013,224000,140000,Diesel,Manual,3rd owner,3,Verified Owner,Unknown,12,Very High,12.319405795112926,11.849404844423074
Honda,Accord,2.4L I-VTEC MT,2010,231000,84430,Petrol,Manual,3rd owner,3,Verified Owner,Punjab,15,High,12.35017731849889,11.343689911724637
Maruti,Celerio,VXI AMT,2018,281000,110000,Petrol,Auto,1st owner,1,Verified Owner,Rajasthan,7,Very High,12.546113507028412,11.608244735642321
Hyundai,VENUE,S 1.2,2022,650000,46840,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,3,Medium,13.384729180332174,10.754514166757886
Maruti,Alto,LXI,2013,152000,94850,Petrol,Manual,3rd owner,3,Verified Owner,Gujarat,12,High,11.931642378754141,11.460062518270156
Hyundai,Eon,ERA +,2017,221000,67260,Petrol,Manual,1st owner,1,CARS24 Assured,Kochi,8,High,12.30592250537653,11.116335852861406
Datsun,Redi,T (O),2018,223000,28730,Petrol,Manual,1st owner,1,Verified Owner,Punjab,7,Medium,12.314931534737134,10.265731958189729
Renault,Duster,110 PS RXL DIESEL,2012,265000,88070,Diesel,Manual,2nd owner,2,Verified Dealer,Kanpur,13,High,12.487488878546145,11.385898586339334
Hyundai,Eon,ERA +,2017,220000,43290,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,8,Medium,12.301387370778713,10.675700040192325
Toyota,Etios,GD,2013,325000,71790,Diesel,Manual,2nd owner,2,Verified Dealer,Amritsar,12,High,12.691583538230217,11.18151439899016
Hyundai,Grand,,2017,291000,94890,Diesel,Manual,2nd owner,2,Verified Owner,Jalandhar,8,High,12.581081982573842,11.460484143430559
Maruti,Zen,VXI,2010,137000,94520,Petrol,Manual,1st owner,1,Verified Owner,Jhansi,15,High,11.827743504053695,11.456577311016355
Hyundai,Elite,ASTA 1.2,2017,479000,35120,Petrol,Manual,1st owner,1,CARS24 Assured,Agra,8,Medium,13.079457964073546,10.466554521147781
Hyundai,Eon,MAGNA +,2015,156000,48480,Petrol,Manual,1st owner,1,Verified Owner,Assam,10,Medium,11.957617696467539,10.788927247593167
Honda,Amaze,1.5L I-DTEC VX,2014,277000,89430,Diesel,Manual,1st owner,1,Verified Owner,MP,11,High,12.531776395271262,11.401222657207711
Hyundai,Eon,D-LITE+,2014,250000,53290,Petrol,Manual,2nd owner,2,Verified Dealer,Bhubaneswar,11,High,12.429220196836383,10.883522740361526
CITROEN,C3,SHINE 1.2 DUAL TONE,2023,675000,11040,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,2,Low,13.42246945133505,9.309370895439137
Renault,Duster,85 PS RXE DIESEL,2013,189000,150000,Diesel,Manual,2nd owner,2,Verified Owner,Gujarat,12,Very High,12.149507585033072,11.918397239722838
Honda,City,1.5L I-VTEC V AT,2010,232000,120000,Petrol,Auto,3rd owner,3,Verified Owner,Hosur,15,Very High,12.354496960983985,11.695255355062795
Maruti,Swift,VXI,2019,500000,40160,Petrol,Manual,2nd owner,2,Verified Owner,Haryana,6,Medium,13.122365377402328,10.600651654454007
Volkswagen,Ameo,,2016,313000,37250,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,9,Medium,12.653961664405365,10.525434069084952
Honda,City,1.5L I-VTEC V MT,2017,550000,79470,Petrol,Manual,2nd owner,2,Verified Owner,Gurugram,8,High,13.217675375388819,11.283147454219847
Hyundai,Elite,,2016,430000,32550,Petrol,Manual,2nd owner,2,CARS24 Assured,Chandigarh,9,Medium,12.971542813248437,10.39056336913101
Renault,Kwid,RXT 1.0,2017,230000,54720,Petrol,Manual,1st owner,1,CARS24 Assured,Rajkot,8,High,12.345838935721968,10.91000282698325
Hyundai,Verna,FLUIDIC 4S 1.6 VTVT S(O),2015,424000,71070,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,10,High,12.95749109270188,11.171434656356537
Honda,WR-V,1.5L I-DTEC VX MT,2020,650000,21630,Diesel,Manual,1st owner,1,Verified Owner,Pradesh,5,Medium,13.384729180332174,9.981882749963502
Tata,Zest,XT 90PS DIESEL,2015,202000,89430,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,10,High,12.216027926866138,11.401222657207711
Renault,Kwid,RXT 1.0,2016,317000,36010,Petrol,Manual,1st owner,1,Verified Dealer,Nashik,9,Medium,12.666660207428574,10.491579726321211
Renault,Kwid,RXT 1.0 (O),2019,342000,19640,Petrol,Manual,2nd owner,2,CARS24 Assured,Chennai,6,Low,12.742568940017076,9.8853744971092
Maruti,Celerio,VXI,2014,209000,79130,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,11,High,12.250094315624496,11.278859985955462
Maruti,Alto,LXI,2014,187000,93010,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,11,High,12.138869243416009,11.440473044710808
Skoda,Superb,,2010,195000,110000,Petrol,Manual,3rd owner,3,Verified Owner,Hosur,15,Very High,12.180759965737863,11.608244735642321
Honda,Amaze,1.5L I-DTEC VX,2018,635000,65340,Diesel,Manual,1st owner,1,Verified Dealer,Jalgaon,7,High,13.361381852676738,11.087374989598707
Maruti,Swift,ZXI,2012,326000,76400,Petrol,Manual,3rd owner,3,Verified Owner,Karnataka,13,High,12.694655727828803,11.243751064074187
Nissan,MAGNITE,Visia B4D 1.0 Petrol AMT,2024,660000,4290,Petrol,Auto,1st owner,1,Verified Owner,Rajasthan,1,Low,13.399996629152975,8.364275084991524
Honda,Amaze,1.2L I-VTEC S,2013,351000,72370,Petrol,Manual,1st owner,1,Verified Dealer,Nashik,12,High,12.768544351446794,11.189560945645045
Maruti,S,VXI (O),2022,421000,31800,Petrol,Manual,1st owner,1,CARS24 Assured,Hyderabad,3,Medium,12.95039048795861,10.367253014814716
Honda,CRV,2.4 AWD AT,2010,155000,6530,Petrol,Auto,3rd owner,3,Verified Owner,SeithekemaA,15,Low,11.951186847493476,8.784315349902657
Maruti,Swift,VXI,2016,275000,85130,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,9,High,12.524530013005734,11.35194652554939
Hyundai,NEW,,2022,549000,18770,Petrol,Manual,1st owner,1,Verified Owner,Howrah,3,Low,13.215855541983634,9.840068404666473
Honda,Brio,S MT,2016,350000,52310,Petrol,Manual,2nd owner,2,Verified Dealer,Raipur,9,High,12.765691290604371,10.864961952985604
Hyundai,Elite,,2018,444000,77280,Petrol,Manual,1st owner,1,CARS24 Assured,Mori,7,High,13.003582093664077,11.255203408761272
KIA,SELTOS,HTK PLUS 1.5,2020,805000,94690,Petrol,Manual,1st owner,1,CARS24 Assured,Ahmedabad,5,High,13.598598798635953,11.458374237699054
Hyundai,i10,MAGNA 1.1,2014,222000,58560,Petrol,Manual,3rd owner,3,Verified Owner,Gujarat,11,High,12.310437165348775,10.977824224992123
Nissan,Kicks,XV PREMIUM O DUAL TONE DIESEL,2019,701000,51980,Diesel,Manual,1st owner,1,CARS24 Assured,Chennai,6,High,13.460264592549233,10.858633546178956
Hyundai,GRAND,,2024,535000,7890,Petrol,Manual,1st owner,1,CARS24 Assured,Lucknow,1,Low,13.190023895035274,8.973478148521036
Skoda,Rapid,ELEGANCE 1.6 TDI CR MT,2012,167000,93680,Diesel,Manual,3rd owner,3,Verified Owner,Morena,13,High,12.025755079404917,11.447650672851688
Maruti,Dzire,LXI,2019,575000,74500,Petrol,Manual,1st owner,1,Verified Dealer,Kanpur,6,High,13.26212705890841,11.218567827096358
Maruti,Ciaz,ALPHA 1.4 PETROL,2017,458000,95330,Petrol,Manual,2nd owner,2,CARS24 Assured,East,8,High,13.034626646500051,11.465110325309874
Jeep,Compass,LIMITED 1.4 PETROL AT,2017,803000,84400,Petrol,Auto,2nd owner,2,Verified Owner,Pradesh,8,High,13.596111238258136,11.34333452885509
Nissan,MAGNITE,XE,2023,496000,40270,Petrol,Manual,1st owner,1,CARS24 Assured,Mumbai,2,Medium,13.114333221834064,10.603386885918606
Hyundai,i20,1.4 S,2015,372000,170000,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,10,Very High,12.826651821423713,12.04355959836804
Hyundai,i20,SPORTZ 1.2,2013,330000,59310,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,12,High,12.706850963741102,10.990550065253778
Tata,PUNCH,,2023,765000,12040,Petrol,Manual,1st owner,1,CARS24 Assured,Yeswanthpur,2,Low,13.547632419997361,9.39607277189222
Maruti,Baleno,ZETA PETROL 1.2,2021,513000,26720,Petrol,Manual,2nd owner,2,CARS24 Assured,3,4,Medium,13.148033073468746,10.193205052099978
Nissan,Kicks,XL DIESEL,2019,607000,69040,Diesel,Manual,3rd owner,3,Verified Owner,Pradesh,6,High,13.316285717486736,11.142455810009308
Hyundai,Grand,,2014,175000,79500,Diesel,Manual,3rd owner,3,Verified Owner,Rajasthan,11,High,12.07254696717504,11.283524879179666
Hyundai,Grand,,2018,366000,27040,Petrol,Manual,2nd owner,2,CARS24 Assured,Kochi,7,Medium,12.810391344620207,10.205109511721595
Honda,WR-V,1.5L I-DTEC S MT,2018,550000,100000,Diesel,Manual,2nd owner,2,Verified Owner,Eluru,7,High,13.217675375388819,11.51293546492023
Maruti,Alto,LXI,2014,175000,100000,Petrol,Manual,3rd owner,3,Verified Owner,RJ,11,High,12.07254696717504,11.51293546492023
Maruti,Alto,LXI,2010,50000,110000,Petrol,Manual,3rd owner,3,Verified Owner,PB,15,Very High,10.819798284210286,11.608244735642321
Maruti,Baleno,ALPHA PETROL 1.2,2017,437000,71350,Petrol,Manual,1st owner,1,CARS24 Assured,Pune,8,High,12.987690762404629,11.175366638223727
Tata,TIAGO,,2019,331000,52670,Petrol,Manual,1st owner,1,Verified Owner,Bareilly,6,High,12.709876675502672,10.871820298437319
Hyundai,NEW,ASTA (O) 1.0 TURBO GDI DCT,2022,750000,52160,Petrol,Auto,1st owner,1,Verified Dealer,Bhubaneswar,3,High,13.527829818844937,10.862090368195899
Volkswagen,Polo,,2021,657000,35790,Petrol,Manual,1st owner,1,CARS24 Assured,Pune,4,Medium,13.395440819535605,10.485451744135313
Maruti,Swift,LXI,2010,50000,110000,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,15,Very High,10.819798284210286,11.608244735642321
Hyundai,Grand,,2017,335000,75130,Petrol,Manual,2nd owner,2,CARS24 Assured,Vadodara,8,High,12.721888795877375,11.226988535536838
Honda,Jazz,1.2L I-VTEC V,2016,385000,63250,Petrol,Manual,1st owner,1,Verified Dealer,Amravati,9,High,12.861001210669146,11.054866216741466
Maruti,S,ZETA 1.3,2016,388000,95630,Diesel,Manual,2nd owner,2,Verified Owner,Visakhapatnam,9,High,12.868763195921677,11.468252314258486
Nissan,MAGNITE,XE AMT EZ Shift,2024,695000,13940,Petrol,Auto,1st owner,1,Verified Owner,Jhansi,1,Low,13.451668563394815,9.542589417753089
Honda,Jazz,1.2L I-VTEC V,2018,749000,29000,Petrol,Manual,1st owner,1,CARS24 Assured,Nagpur,7,Medium,13.52649559761195,10.275085591132715
Renault,Kwid,RXT 1.0,2016,250000,25860,Petrol,Manual,2nd owner,2,Verified Owner,Bengal,9,Medium,12.429220196836383,10.16049132133844
Maruti,Dzire,VXI AMT,2020,550000,81890,Petrol,Auto,1st owner,1,Verified Owner,Ghaziabad,5,High,13.217675375388819,11.31314437369291
Hyundai,Elite,,2014,225000,96700,Diesel,Manual,4th owner,4,Verified Owner,Gwalior,11,High,12.323860125621126,11.47937902264955
Maruti,Swift,VXI,2013,315000,67880,Petrol,Manual,1st owner,1,Verified Owner,Pradesh,12,High,12.660331092405906,11.125511451119438
Maruti,Celerio,VXI CNG,2019,300000,180000,Petrol,Manual,1st owner,1,Verified Owner,Gujarat,6,Very High,12.611541086966115,12.100717685412471
Maruti,Swift,ZXI AMT,2021,569000,40150,Petrol,Auto,2nd owner,2,CARS24 Assured,Lucknow,4,Medium,13.251637470576167,10.600402625664993
Maruti,Vitara,,2020,660000,20750,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,5,Medium,13.399996629152975,9.940349717268694
Tata,ALTROZ,XZ PETROL,2021,550000,54140,Petrol,Manual,1st owner,1,Verified Owner,Gwalior,4,High,13.217675375388819,10.899347033629407
Toyota,Innova,,2018,1070000,51840,Petrol,Manual,2nd owner,2,CARS24 Assured,Ahmedabad,7,High,13.883170141017091,10.855936620963561
Toyota,Corolla,VL AT PETROL,2012,200000,130000,Petrol,Auto,2nd owner,2,Verified Owner,Marwad,13,Very High,12.206077645517674,11.775297421715827
Maruti,Wagon,LXI CNG,2014,150000,190000,Petrol,Manual,1st owner,1,Verified Owner,Navsari,11,Very High,11.918397239722838,12.154784614286667
Tata,Indigo,LS TDI,2011,50000,92040,Diesel,Manual,3rd owner,3,Verified Owner,Haryana,14,High,10.819798284210286,11.429989408931654
Tata,TIGOR,XZ (O) PETROL,2017,259000,95090,Petrol,Manual,3rd owner,3,Verified Owner,Gujarat,8,High,12.464587201678082,11.462589606831122
Maruti,Alto,LXI,2015,175000,160000,Petrol,Manual,1st owner,1,Verified Owner,Rajasthan,10,Very High,12.07254696717504,11.982935344196433
Hyundai,i10,MAGNA 1.2,2013,150000,82190,Petrol,Manual,3rd owner,3,Verified Owner,Pradesh,12,High,11.918397239722838,11.316801085998813
Tata,ALTROZ,XZ CNG,2023,789000,30450,CNG,Manual,1st owner,1,CARS24 Assured,Pune,2,Medium,13.578522867254332,10.323874113321294
Hyundai,Creta,S PLUS 1.4 DIESEL,2017,550000,140000,Diesel,Manual,1st owner,1,Verified Owner,Gurugram,8,Very High,13.217675375388819,11.849404844423074
Maruti,Swift,VDI ABS,2017,625000,86650,Diesel,Manual,2nd owner,2,Verified Dealer,Nashik,8,High,13.345508528717259,11.36964383575806
Hyundai,i20,MAGNA 1.2,2011,192000,81490,Petrol,Manual,1st owner,1,Verified Owner,Punjab,14,High,12.165255859329688,11.30824786368332
Ford,Figo,ZXI 1.4 DIESEL,2012,150000,110000,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,13,Very High,11.918397239722838,11.608244735642321
Mahindra,XUV300,W8 (O) 1.5 DIESEL,2020,600000,47530,Diesel,Manual,2nd owner,2,Verified Owner,Bengal,5,Medium,13.304686600863562,10.769137408730304
Skoda,Fabia,ELEGANCE 1.2 TDI,2011,74000,25500,Diesel,Manual,1st owner,1,Verified Owner,Rajasthan,14,Medium,11.211833885608513,10.146472946063877
Maruti,Alto,VXI,2015,210000,40210,Petrol,Manual,1st owner,1,Verified Owner,Aligarh,10,Medium,12.25486757159303,10.601895869017545
Ford,Figo,EXI 1.4 DIESEL,2011,120000,110000,Diesel,Manual,5th owner,5,Verified Owner,Maharashtra,14,Very High,11.695255355062795,11.608244735642321
Maruti,Wagon,LXI CNG,2012,265000,73500,CNG,Manual,1st owner,1,Verified Dealer,Kanpur,13,High,12.487488878546145,11.205054290550551
Hyundai,Grand,,2016,250000,33120,Petrol,Manual,2nd owner,2,Verified Owner,Jharkhand,9,Medium,12.429220196836383,10.407922801280105
Tata,TIAGO,,2019,366000,29940,Petrol,Manual,1st owner,1,Verified Owner,Chhattisgarh,6,Medium,12.810391344620207,10.306984057549448
Maruti,Celerio,VXI AMT,2015,267000,24710,Petrol,Auto,2nd owner,2,Verified Owner,Jabalpur,10,Medium,12.495007682693725,10.115003767609359
Maruti,Ritz,VDI,2012,310000,82170,Diesel,Manual,1st owner,1,Verified Dealer,Nashik,13,High,12.644330802262578,11.31655772074287
Mahindra,XUV500,W6 1.99,2016,457000,130000,Diesel,Manual,2nd owner,2,Verified Owner,Gujarat,9,Very High,13.032440858057756,11.775297421715827
Maruti,Alto,LXI,2010,80000,30150,Petrol,Manual,2nd owner,2,Verified Owner,Jamshedpur,15,Medium,11.289794413577894,10.313973369101156
Tata,NEXON,XZ PLUS PETROL,2020,520000,59350,Petrol,Manual,2nd owner,2,Verified Owner,Pradesh,5,High,13.161586013632684,10.99122424909553
