Brand,Model,Price,Kms_driven,Fuel_type,Transmission,Ownership,Rating,State
2020 Maruti Swift,VXI AMT,₹5.40 lakh,37.09k km,Petrol,Auto,1st owner,Verified Owner,Paota Jodhpur Rajasthan
2013 Maruti Ertiga,VDI,₹7.48 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Panchavati Nashik Maharashtra
2018 Maruti Swift,VDI,₹6.25 lakh,6.47k km,Diesel,Manual,1st owner,Verified Dealer,"Sultanwind Chowk, Amritsar"
2011 Maruti Swift,VXI,₹1.90 lakh,2.0L km,Petrol,Manual,1st owner,Verified Owner,Nagra Toli Ranchi Jharkhand
2016 Honda City,1.5L I-DTEC VX,₹4.31 lakh,91.41k km,Diesel,Manual,2nd owner,Verified Owner,Pansila Khardaha West Bengal
2018 Maruti Swift,ZXI AMT,₹5.43 lakh,81.47k km,Petrol,Auto,1st owner,Verified Owner,Santosh Colony Bhilwara Rajasthan
2016 Tata Zest,XE PETROL,₹1.82 lakh,84.80k km,Petrol,Manual,1st owner,Verified Owner,Naubasta Kanpur
2022 Maruti Dzire,VXI CNG,₹7.55 lakh,49.91k km,CNG,Manual,1st owner,CARS24 Assured,"CARS24 Network, 200ft. Khelgaon Road, Udaipur"
2013 Skoda Rapid,ELEGANCE 1.6 TDI CR MT,₹2.25 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Goa North Goa Goa
2017 Tata Tiago,XT PETROL,₹4.00 lakh,78.90k km,Petrol,Manual,1st owner,Verified Owner,Panchavati Nashik Maharashtra
2011 Chevrolet Beat,LS DIESEL,₹1.60 lakh,1.4L km,Diesel,Manual,2nd owner,Verified Owner,Pathardi Phata Nashik Maharashtra
2014 Volkswagen Vento,,₹3.50 lakh,1.7L km,Diesel,Manual,3rd owner,Verified Owner,Pathardi Phata Nasik Maharashtra
2013 Maruti Zen Estilo,LXI,₹1.15 lakh,1.5L km,Petrol,Manual,2nd owner,Verified Owner,Sargasan Gandhinagar
2012 Hyundai Eon,D-LITE+,₹0.98 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,Urjanagar 1 Gandhinagar
2017 Tata Nano,TWIST XT,₹1.87 lakh,74.02k km,Petrol,Manual,1st owner,Verified Owner,Sector 38 Gurugram
2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,₹3.13 lakh,91.28k km,Diesel,Manual,2nd owner,Verified Owner,Moudhapara Raipur
2019 Renault Kwid,RXT 0.8,₹2.61 lakh,79.81k km,Petrol,Manual,2nd owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2022 Renault TRIBER,RXZ,₹5.65 lakh,34.45k km,Petrol,Manual,1st owner,CARS24 Assured,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
2011 Fiat Linea,T JET,₹1.85 lakh,52.67k km,Petrol,Manual,2nd owner,Verified Owner,Samlong Ranchi Jharkhand
2016 Maruti Wagon R 1.0,VXI AMT,₹3.50 lakh,55.98k km,Petrol,Auto,1st owner,Verified Dealer,"Kamod Nagar, Nashik"
2018 Mahindra XUV500,W11,₹10.25 lakh,99.54k km,Diesel,Manual,1st owner,Verified Dealer,"Near Diwan Hopital, Keduwan Nagar, Raipur"
2013 Maruti Swift,VXI,₹3.53 lakh,84.46k km,Petrol,Manual,3rd owner,Verified Owner,Nadackal Erattupetta
2020 Hyundai Creta,SX (O) IVT 1.5 PETROL,₹11.20 lakh,60.38k km,Petrol,Auto,1st owner,CARS24 Assured,"Maharishi Puram, Agra"
2011 Hyundai i20,SPORTZ 1.2,₹0.99 lakh,1.2L km,Petrol,Manual,2nd owner,Verified Owner,Mahaveer Nagar Kota Rajasthan
2012 Renault Duster,110 PS RXZ DIESEL,₹1.38 lakh,1.6L km,Diesel,Manual,3rd owner,Verified Owner,Madanganj Kishangarh
2016 Maruti Swift,VXI,₹3.50 lakh,31.58k km,Petrol,Manual,1st owner,Verified Owner,Bhubaneswar Gothapatna Odisha
2021 Nissan MAGNITE,XV PREMIUM,₹6.36 lakh,26.17k km,Petrol,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2015 Honda City,1.5L I-VTEC SV CVT,₹3.50 lakh,69.58k km,Petrol,Auto,3rd owner,CARS24 Assured,"Goregaon, Mumbai"
2018 Tata Tiago,XZ PETROL,₹3.65 lakh,65.11k km,Petrol,Manual,1st owner,Verified Owner,Gopal Nagar Bhopal
2013 Maruti Alto 800,LXI,₹1.34 lakh,38.86k km,Petrol,Manual,2nd owner,Verified Owner,Marhatal Jabalpur Madhya Pradesh
2017 Tata Tiago,XT PETROL,₹3.35 lakh,70.32k km,Petrol,Manual,2nd owner,Verified Owner,Vivekanand Wadi Anand Gujarat
2013 Honda Brio,S MT,₹1.97 lakh,55.67k km,Petrol,Manual,2nd owner,Verified Owner,Sardarpura Jodhpur Rajasthan
2015 Honda Amaze,1.2L I-VTEC S,₹3.52 lakh,79.88k km,Petrol,Manual,2nd owner,Verified Owner,Narmada Colony Diyodar
2018 Jeep Compass,SPORT 2.0 DIESEL,₹7.38 lakh,53.45k km,Diesel,Manual,2nd owner,CARS24 Assured,"Newtown, Kolkata"
2018 Tata TIGOR,XZ DIESEL,₹3.52 lakh,45.65k km,Diesel,Manual,2nd owner,Verified Owner,Rajendra Nagar Bareilly Uttar Pradesh
2018 Maruti Wagon R 1.0,VXI,₹3.50 lakh,22.88k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2020 Honda Amaze,1.2L I-VTEC E,₹5.13 lakh,1.3L km,Petrol,Manual,1st owner,Verified Owner,Kota Kota Division RJ
2024 Tata NEXON,CREATIVE PLUS 1.2 REVOTRON 6 AMT,₹11.90 lakh,4.90k km,Petrol,Auto,1st owner,CARS24 Assured,"Bellahalli, Bengaluru"
2013 Volkswagen Vento,,₹2.40 lakh,1.1L km,Petrol,Manual,2nd owner,Verified Owner,Pathardi Phata Nashik
2023 Maruti New Wagon-R,,₹4.92 lakh,26.84k km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishali, Ghaziabad"
2022 Maruti IGNIS,ZETA 1.2,₹5.55 lakh,57.95k km,Petrol,Manual,1st owner,CARS24 Assured,"Kharbi, Nagpur"
2013 Maruti Wagon R 1.0,VXI,₹2.31 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Arilova Visakhapatnam
2016 Ford Ecosport,TREND 1.5L DIESEL,₹3.14 lakh,1.5L km,Diesel,Manual,2nd owner,Verified Owner,Shastri Nagar Kanpur Uttar Pradesh
2015 Maruti Swift Dzire,VDI,₹2.87 lakh,90.72k km,Diesel,Manual,4th owner,Verified Owner,Ashok Colony Hapur Uttar Pradesh
2012 Hyundai Verna,FLUIDIC 1.6 VTVT SX,₹2.50 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Sasmolem Mormugao Goa
2014 Chevrolet Sail UVA,1.3 LT ABS,₹1.00 lakh,68.72k km,Diesel,Manual,2nd owner,Verified Owner,Adhartal Jabalpur
2023 Maruti Swift,VXI,₹7.19 lakh,3.91k km,Petrol,Manual,1st owner,Verified Owner,Deolali Nashik Maharashtra
2010 Maruti SX4,ZXI,₹1.07 lakh,70.35k km,Petrol,Manual,3rd owner,Verified Owner,BHEL Bhopal
2024 Nissan MAGNITE,XE AMT EZ Shift,₹6.49 lakh,4.39k km,Petrol,Auto,1st owner,Verified Owner,Kamre Ranchi Jharkhand
2017 Tata TIGOR,XT DIESEL,₹4.20 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Vrindavan Nagar Nashik Maharashtra
2023 Maruti Alto K10,STD,₹3.50 lakh,11.51k km,Petrol,Manual,1st owner,CARS24 Assured,"Atal Path, Patna"
2023 Tata PUNCH,,₹6.06 lakh,29.21k km,Petrol,Manual,1st owner,Verified Owner,Shastri Nagar Jodhpur
2012 Renault Duster,85 PS RXE DIESEL,₹1.60 lakh,72.78k km,Diesel,Manual,4th owner,Verified Owner,Nera Welspun company Varshamedi
2011 Skoda Laura,ELEGANCE 2.0 TDI CR AT,₹2.25 lakh,96.88k km,Diesel,Auto,1st owner,Verified Owner,Amritsar Jalandhar Division PB
2016 Tata Safari Storme,2.2 EX 4X2,₹4.25 lakh,74.12k km,Diesel,Manual,3rd owner,Verified Dealer,"Shastri Nagar Govind Nagar, Kanpur"
2015 Volkswagen Polo,,₹3.70 lakh,56.15k km,Petrol,Manual,2nd owner,Verified Owner,Nayapura Kota Rajasthan
2018 Maruti Celerio,LXI,₹3.15 lakh,46.11k km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishali, Ghaziabad"
2019 Renault TRIBER,RXZ,₹3.80 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,Bapu Nagar Bhilwara
2017 Maruti IGNIS,SIGMA 1.2,₹3.85 lakh,72.04k km,Petrol,Manual,1st owner,Verified Dealer,"B -Block, Ranjit Avenue, Amritsar"
2016 Maruti Alto K10,VXI,₹1.70 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Green City Jamnagar
2018 Datsun Redi Go,T (O),₹1.29 lakh,1.2L km,Petrol,Manual,2nd owner,Verified Owner,Dhola Bhata Ajmer Rajasthan
2019 Maruti Swift,ZXI AMT,₹5.50 lakh,44.13k km,Petrol,Auto,1st owner,Verified Owner,Bharalumukh Guwahati Assam
2015 Maruti Swift,LXI,₹3.60 lakh,32.20k km,Petrol,Manual,1st owner,Verified Owner,Ganesh Shrishti Vadadla Bharuch
2017 Maruti Ciaz,ALPHA 1.4 PETROL,₹4.36 lakh,55.77k km,Petrol,Manual,1st owner,Verified Owner,Maharani Peta Visakhapatnam Andhra Pradesh
2018 Maruti Vitara Brezza,,₹4.76 lakh,73.78k km,Diesel,Manual,2nd owner,Verified Owner,Civil Lines Bareilly Uttar Pradesh
2013 Honda Brio,S MT,₹2.00 lakh,89.73k km,Petrol,Manual,2nd owner,Verified Owner,Alto Porvorim Pilern Goa
2010 Hyundai i10,ERA 1.1,₹0.79 lakh,79.16k km,Petrol,Manual,1st owner,Verified Owner,Nishatpura Bhopal Madhya Pradesh
2014 Honda Amaze,1.2L I-VTEC S,₹2.75 lakh,53.72k km,Petrol,Manual,1st owner,CARS24 Assured,"M3M Urbana, Golf Course Ext., Gurugram"
2014 Maruti Swift Dzire,VXI,₹3.66 lakh,77.87k km,Petrol,Manual,1st owner,Verified Owner,Chandrashekar Azad Nagar Bhilwara Rajasthan
2017 Hyundai Grand i10,,₹2.43 lakh,74.79k km,Diesel,Manual,2nd owner,Verified Owner,Gandhi Nagar Moradabad Uttar Pradesh
2017 Maruti Swift,LXI,₹3.25 lakh,1.4L km,Petrol,Manual,1st owner,Verified Owner,Moradabad Moradabad Uttar Pradesh
2013 Maruti Alto K10,VXI,₹2.00 lakh,62.72k km,Petrol,Manual,1st owner,Verified Owner,Maharajpur Jabalpur
2010 Toyota Etios,VX,₹1.32 lakh,54.67k km,Petrol,Manual,2nd owner,Verified Owner,Deen Dayal Nagar Gwalior
2019 Hyundai GRAND I10 NIOS,,₹4.50 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Navri Bhopal Madhya Pradesh
2019 Maruti Alto,LXI CNG,₹3.00 lakh,64.78k km,Petrol,Manual,2nd owner,Verified Owner,Ankleshwar GIDC Ankleshwar
2016 Hyundai Elite i20,,₹5.45 lakh,82.98k km,Diesel,Manual,1st owner,Verified Dealer,"Batala Road Pillar no 109, Amritsar"
2017 Hyundai Eon,ERA +,₹2.04 lakh,87.39k km,Petrol,Manual,2nd owner,Verified Owner,Katara hills barrai Bhopal
2010 Maruti Swift Dzire,VDI,₹1.40 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Mathura Cantonment Mathura
2017 Honda WR-V,1.2L I-VTEC VX MT,₹3.80 lakh,79.36k km,Petrol,Manual,2nd owner,Verified Owner,Sarumotoria Guwahati Assam
2017 Hyundai Elite i20,ASTA 1.4 CRDI,₹3.26 lakh,1.2L km,Diesel,Manual,4th owner,Verified Owner,Fatehpuri Bhojpur
2015 Maruti Wagon R 1.0,VXI,₹2.67 lakh,57.51k km,Petrol,Manual,1st owner,Verified Owner,Daulat Ganj Gwalior Madhya Pradesh
2014 Toyota Etios Liva,G,₹2.20 lakh,44.12k km,Petrol,Manual,2nd owner,CARS24 Assured,"Newtown, Kolkata"
2022 Tata Tiago,XZA PLUS PETROL,₹5.80 lakh,47.85k km,Petrol,Auto,1st owner,CARS24 Assured,"Kompally, Hyderabad"
2019 Renault Kwid,RXL,₹3.09 lakh,69.28k km,Petrol,Manual,1st owner,Verified Owner,Awadhpuri Bhopal
2015 Ford Figo,ZXI 1.2 PETROL,₹2.52 lakh,87.90k km,Petrol,Manual,2nd owner,Verified Owner,null Subhangan Omaxe Bahadurgarh Haryana
2010 Hyundai i20,MAGNA 1.2,₹1.52 lakh,87.39k km,Petrol,Manual,2nd owner,Verified Owner,Lalghati Bhopal Madhya Pradesh
2017 Skoda Rapid,AMBITION 1.5 TDI AT,₹4.50 lakh,1.1L km,Diesel,Auto,1st owner,Verified Owner,Arera Colony Bhopal Madhya Pradesh
2019 Honda City,1.5L I-VTEC V MT,₹7.57 lakh,31.44k km,Petrol,Manual,1st owner,Verified Owner,Kodinatumkunnu Changanassery Kerala
2012 Hyundai Verna,FLUIDIC 1.6 CRDI SX OPT,₹3.12 lakh,1.2L km,Diesel,Manual,3rd owner,Verified Owner,Muttathara Thiruvananthapuram Kerala
2016 Ford New Figo,TREND 1.5L DIESEL,₹3.00 lakh,65.26k km,Diesel,Manual,1st owner,Verified Owner,District Forest Office Compound Pilibhit
2017 Tata Zest,XE 75PS DIESEL,₹2.38 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Sector 18 Gurugram
2012 Chevrolet Spark,LT 1.0,₹0.86 lakh,1.0L km,Petrol,Manual,2nd owner,Verified Owner,Shankar Nagar Society Mehsana Gujarat
2012 Hyundai i20,SPORTZ 1.4 CRDI,₹1.50 lakh,1.6L km,Diesel,Manual,3rd owner,Verified Owner,bhajjuwala society Bharuch Gujarat
2023 Maruti Dzire,ZXI Plus,₹7.19 lakh,26.65k km,Petrol,Manual,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2021 Tata ALTROZ,XE PETROL,₹4.64 lakh,40.46k km,Petrol,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2010 Hyundai i10,SPORTZ 1.2 AT,₹1.49 lakh,76.16k km,Petrol,Auto,2nd owner,Verified Owner,Ravi Park Township Jamnagar Gujarat
2018 Maruti Ciaz,DELTA 1.4 MT PETROL,₹4.00 lakh,81.39k km,Petrol,Manual,2nd owner,Verified Owner,Shrinathpuram Bareilly Uttar Pradesh
2012 Maruti Ritz,VDI,₹1.51 lakh,85.19k km,Diesel,Manual,3rd owner,Verified Owner,Kanpur Naramau Uttar Pradesh
2016 Maruti Baleno,ZETA PETROL 1.2,₹4.25 lakh,61.90k km,Petrol,Manual,2nd owner,Verified Owner,Gunadala Vijayawada Andhra Pradesh
2019 Tata Harrier,XT 2.0L KRYOTEC,₹7.50 lakh,1.3L km,Diesel,Manual,2nd owner,Verified Owner,Lashkar Gwalior Madhya Pradesh
2016 Hyundai Elite i20,,₹3.60 lakh,1.9L km,Petrol,Manual,2nd owner,Verified Owner,Sector 38 Gurugram
2012 Hyundai i10,MAGNA 1.1,₹1.86 lakh,59.01k km,Petrol,Manual,1st owner,CARS24 Assured,"Gaur City mall, Multilevel parking, Greater Noida"
2012 Honda Brio,V MT,₹1.93 lakh,82.72k km,Petrol,Manual,1st owner,Verified Owner,H no 197 street no 10 Pritam pura colony near Airport karnal Karnal
2011 Maruti Alto K10,VXI,₹1.28 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Govind Nagar Hapur
2012 Ford Fiesta Classic,SXI 1.4 DIESEL,₹1.60 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Indira Colony Muzaffarnagar Uttar Pradesh
2023 Mahindra XUV700,AX 7 LUXURY P AT 7 STR,₹20.00 lakh,37.43k km,Petrol,Auto,1st owner,Verified Owner,Din Dayal Nagar Moradabad
2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,₹2.72 lakh,91.27k km,Diesel,Manual,4th owner,Verified Owner,Harsh Nagar Kanpur Uttar Pradesh
2015 Maruti Alto 800,LXI,₹1.58 lakh,2.0L km,Petrol,Manual,2nd owner,Verified Owner,Navarang Society Surendranagar Gujarat
2014 Hyundai Xcent,S 1.1 CRDI,₹1.85 lakh,65.70k km,Diesel,Manual,1st owner,Verified Owner,Madhavpuri Mathura
2017 Datsun Go,T,₹1.98 lakh,19.91k km,Petrol,Manual,1st owner,Verified Owner,Arjun Nagar Aligarh Uttar Pradesh
2020 Maruti Swift,ZXI PLUS AMT,₹7.73 lakh,50.45k km,Petrol,Auto,1st owner,Verified Owner,Sector 18 Gurugram
2018 Tata Tiago,XZ PETROL,₹3.15 lakh,89.87k km,Petrol,Manual,1st owner,Verified Owner,Shastri Nagar Kanpur Uttar Pradesh
2016 Honda BR-V,1.5L I-VTEC VX,₹6.08 lakh,1.0L km,Petrol,Manual,4th owner,Verified Owner,Laxmipuri Kolhapur
2010 Maruti Wagon R 1.0,LXI,₹0.88 lakh,1.4L km,Petrol,Manual,4th owner,Verified Owner,Kalal Majra Thanesar
2018 Mahindra XUV500,W11,₹12.25 lakh,1.4L km,Diesel,Manual,1st owner,Verified Dealer,"Untwadi, Nashik"
2019 Maruti Swift,VXI AMT,₹4.84 lakh,69.74k km,Petrol,Auto,2nd owner,CARS24 Assured,"Bachupally, Hyderabad"
2018 Tata Tiago,XZ PETROL,₹4.55 lakh,41.30k km,Petrol,Manual,1st owner,Verified Dealer,"Shiv Colony, Jalgaon"
2015 Ford Ecosport,,₹5.00 lakh,2.7L km,Diesel,Manual,1st owner,Verified Owner,Govind Nagar Nashik MH
2014 Ford Figo,TITANIUM 1.4 DIESEL,₹1.30 lakh,1.5L km,Diesel,Manual,3rd owner,Verified Owner,Sector 12 Karnal
2012 Honda Brio,V MT,₹1.95 lakh,71.96k km,Petrol,Manual,1st owner,CARS24 Assured,"Maharishi Puram, Agra"
2016 Volkswagen Polo,,₹4.82 lakh,71.89k km,Petrol,Manual,1st owner,CARS24 Assured,"Tathawade, Pune"
2015 Maruti Alto K10,VXI AMT,₹2.21 lakh,75.61k km,Petrol,Auto,2nd owner,CARS24 Assured,"Kandivali, Mumbai"
2021 Maruti Swift,ZXI PLUS,₹6.49 lakh,46.14k km,Petrol,Manual,1st owner,CARS24 Assured,"Upperpally, Attapur, Hyderabad"
2023 Mahindra SCORPIO CLASSIC,,₹12.50 lakh,36.71k km,Diesel,Manual,1st owner,Verified Owner,Aditya Nagari Satara
2012 Ford Figo,TITANIUM 1.4 DIESEL,₹1.25 lakh,1.7L km,Diesel,Manual,3rd owner,Verified Owner,Sector 19 Gurugram
2017 Hyundai Elite i20,ASTA 1.4 CRDI (O),₹5.94 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Tidke Colony Nashik Maharashtra
2017 Maruti Ertiga,ZXI+,₹8.30 lakh,80.74k km,Petrol,Manual,1st owner,Verified Owner,Nedunchalai Nagar Salem Tamil Nadu
2012 Honda Brio,V MT,₹1.80 lakh,47.29k km,Petrol,Manual,3rd owner,Verified Owner,New Maeker Bhopal
2022 MG ASTOR,SAVVY 1.5 CVT S RED,₹14.33 lakh,69.83k km,Petrol,Auto,1st owner,Verified Owner,FVRR+QH4 Panvelim Goa
2020 Hyundai VENUE,S 1.2,₹6.36 lakh,40.51k km,Petrol,Manual,1st owner,CARS24 Assured,"Regency Anantam, Dombivli East"
2024 Hyundai VENUE,S 1.2,₹10.28 lakh,18.19k km,Petrol,Manual,1st owner,Verified Owner,Kulanada Ulanadu Kerala
2010 Chevrolet Spark,PS 1.0,₹0.70 lakh,80.91k km,Petrol,Manual,5th owner,Verified Owner,GW96+82V Thiruvananthapuram Kerala
2019 Datsun Redi Go,A,₹1.67 lakh,69.94k km,Petrol,Manual,1st owner,CARS24 Assured,"Kakkanad, Kochi"
2021 Maruti Vitara Brezza,,₹6.92 lakh,7.36k km,Petrol,Manual,1st owner,Verified Owner,Visakhapatnam (Urban) Visakhapatnam Andhra Pradesh
2019 Hyundai XCENT PRIME,,₹4.35 lakh,63.67k km,CNG,Manual,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2022 KIA CARENS,PRESTIGE 1.5 DIESEL 7 STR,₹12.55 lakh,96.01k km,Diesel,Manual,1st owner,Verified Dealer,"Changurabhata, Raipur"
2015 Maruti Swift,LXI,₹3.15 lakh,39.92k km,Petrol,Manual,1st owner,Verified Owner,Jagacha Howrah West Bengal
2012 Ford Figo,EXI 1.4 DIESEL,₹1.10 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Caranzalem Taleigao
2010 Tata Nano,LX,₹0.51 lakh,19.95k km,Petrol,Manual,1st owner,Verified Owner,South Civil Lines Jabalpur Madhya Pradesh
2012 Chevrolet Beat,LT DIESEL,₹1.15 lakh,69.31k km,Diesel,Manual,2nd owner,Verified Owner,Rourkela Northern Division OD
2010 Maruti Ritz,VDI,₹1.10 lakh,74.31k km,Diesel,Manual,2nd owner,Verified Owner,Howrah Chakpara West Bengal
2015 Maruti Ciaz,ZDI SHVS,₹4.74 lakh,97.92k km,Diesel,Manual,2nd owner,CARS24 Assured,"Amanora Mall apex building, Pune"
2012 Hyundai i10,MAGNA 1.2,₹1.47 lakh,47.62k km,Petrol,Manual,2nd owner,Verified Owner,Belur Math Howrah West Bengal
2013 Nissan Micra Active,XV SAFETY PACK,₹1.50 lakh,59.24k km,Petrol,Manual,1st owner,Verified Owner,Hatigaon Guwahati Assam
2013 Ford Figo,ZXI 1.4 DIESEL,₹1.45 lakh,2.0L km,Diesel,Manual,1st owner,Verified Owner,Vasant Vihar Karnal
2014 Hyundai Grand i10,,₹1.89 lakh,89.87k km,Diesel,Manual,1st owner,Verified Owner,Alkapuri Alwar Rajasthan
2019 Jeep Compass,SPORT PLUS 2.0 DIESEL,₹7.90 lakh,58.93k km,Diesel,Manual,1st owner,Verified Owner,Deolali Gaon Nashik Maharashtra
2017 Mahindra Kuv100,K8 6 STR,₹2.70 lakh,31.43k km,Petrol,Manual,2nd owner,Verified Owner,Sanscar Society Madgaon Goa
2012 Maruti Wagon R 1.0,LXI,₹1.88 lakh,75.85k km,Petrol,Manual,1st owner,Verified Owner,Salvav Vapi
2019 Renault TRIBER,RXZ,₹4.10 lakh,24.31k km,Petrol,Manual,2nd owner,Verified Owner,Sanjeevani Nagar Jabalpur Madhya Pradesh
2017 Maruti Alto K10,VXI,₹3.40 lakh,54.96k km,Petrol,Manual,2nd owner,Verified Dealer,"B -Block, Ranjit Avenue, Amritsar"
2023 Maruti Swift,VXI,₹6.18 lakh,36.46k km,Petrol,Manual,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2014 Maruti Swift,VDI ABS,₹2.61 lakh,1.7L km,Diesel,Manual,1st owner,Verified Owner,Mathura Cantonment Mathura
2012 Renault Pulse,RXZ DIESEL,₹2.31 lakh,1.6L km,Diesel,Manual,3rd owner,Verified Owner,Ammapet Salem
2013 Fiat Grand Punto,,₹1.13 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Dampier Nagar Mathura Uttar Pradesh
2020 Hyundai VENUE,S 1.2,₹6.38 lakh,30.77k km,Petrol,Manual,1st owner,Verified Owner,7HJ2+533 Raipur Chhattisgarh
2021 Hyundai GRAND I10 NIOS,,₹4.55 lakh,85.52k km,Petrol,Auto,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2021 Renault Kwid,CLIMBER 1.0 (O),₹3.83 lakh,33.22k km,Petrol,Manual,1st owner,Verified Owner,Ghosh Para Howrah West Bengal
2011 Maruti Wagon R 1.0,LXI LPG,₹1.88 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,H B Colony Visakhapatnam Andhra Pradesh
2019 Maruti S PRESSO,VXI+,₹3.11 lakh,43.33k km,Petrol,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2018 Maruti Baleno,DELTA DIESEL 1.3,₹4.55 lakh,65.31k km,Diesel,Manual,2nd owner,CARS24 Assured,"Mansarovar, Jaipur"
2021 Hyundai NEW SANTRO,,₹4.50 lakh,46.80k km,Petrol,Manual,1st owner,Verified Owner,Bengali Camp Chandrapur
2016 Maruti Swift Dzire,VXI,₹2.66 lakh,1.7L km,Petrol,Manual,4th owner,Verified Owner,Sector 38 Gurugram
2021 Hyundai VENUE,S+ 1.2,₹7.50 lakh,46.78k km,Petrol,Manual,1st owner,CARS24 Assured,"CARS24 Network, Haridwar Main Rd, Haridwar"
2023 Nissan MAGNITE,XV MT,₹6.16 lakh,50.31k km,CNG,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2025 KIA SYROS,HTX 1.0 Turbo 6MT,₹13.24 lakh,801 km,Petrol,Manual,1st owner,Verified Owner,Sardar Nagar Morbi Gujarat
2022 Tata PUNCH,,₹6.37 lakh,15.63k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2010 Hyundai i10,SPORTZ 1.2,₹1.30 lakh,1.7L km,Petrol,Manual,2nd owner,Verified Owner,Sector 7 Karnal
2024 Maruti FRONX,DELTA PLUS 1.2MT,₹8.10 lakh,1.64k km,Petrol,Manual,1st owner,CARS24 Assured,"Mulund West, Mumbai"
2018 Maruti Alto 800,LXI,₹2.50 lakh,61.94k km,Petrol,Manual,1st owner,Verified Owner,Rangbari Kota Rajasthan
2016 Honda Jazz,1.2L I-VTEC V,₹3.30 lakh,56.90k km,Petrol,Manual,1st owner,Verified Owner,Purana Kanpur Kanpur Uttar Pradesh
2013 Volkswagen Polo,,₹2.20 lakh,1.4L km,Petrol,Manual,3rd owner,Verified Owner,Arya Nagar Ajmer Rajasthan
2011 Maruti Ritz,LDI,₹1.54 lakh,1.4L km,Diesel,Manual,1st owner,Verified Owner,Saraswati Nagar Gwalior
2019 Maruti Dzire,VDI,₹4.50 lakh,92.90k km,Diesel,Manual,2nd owner,Verified Owner,Jarauli Kanpur
2014 Maruti Swift Dzire,VDI,₹3.52 lakh,1.7L km,Diesel,Manual,3rd owner,Verified Owner,Panki Kanpur Uttar Pradesh
2018 Hyundai Grand i10,,₹4.13 lakh,65.22k km,Diesel,Manual,1st owner,Verified Dealer,"Moti Nagar, Jajmau, Kanpur"
2015 Toyota Etios,CROSS 1.2 G,₹2.97 lakh,96.99k km,Petrol,Manual,2nd owner,Verified Owner,Kathartoli Ranchi Jharkhand
2017 Ford Ecosport,TITANIUM 1.5L PETROL AT,₹4.00 lakh,88.06k km,Petrol,Auto,1st owner,CARS24 Assured,"Newtown, Kolkata"
2023 Renault TRIBER,RXZ,₹7.08 lakh,31.18k km,Petrol,Manual,1st owner,Verified Owner,Ankleshwar GIDC Ankleshwar Gujarat
2017 Maruti Vitara Brezza,,₹7.50 lakh,44.74k km,Diesel,Manual,1st owner,Verified Dealer,"Infront of Yummies Dhaba, NH-16, Bhubaneswar"
2016 Maruti Vitara Brezza,,₹5.36 lakh,67.57k km,Diesel,Manual,1st owner,CARS24 Assured,"Goregaon, Mumbai"
2013 Volkswagen Polo,,₹1.79 lakh,84.86k km,Diesel,Manual,2nd owner,Verified Owner,Bhopal Bhopal MP
2021 Renault Kwid,RXT 1.0 (O),₹3.60 lakh,11.59k km,Petrol,Manual,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2013 Maruti Ertiga,VXI,₹3.71 lakh,37.76k km,Petrol,Manual,2nd owner,CARS24 Assured,"Sector-18, Noida"
